DAX,SMI,CAC,FTSE
2044.45,2803.40,2144.70,3246.50
2076.76,2865.20,2178.70,3278.00
2132.12,2918.70,2219.90,3305.90
2125.47,2902.40,2216.40,3264.40
2118.01,2858.50,2199.70,3246.70
2124.51,2861.20,2184.60,3233.90
2101.89,2831.60,2175.00,3191.90
2169.40,2870.50,2215.00,3233.40
2178.91,2906.90,2258.50,3267.40
2168.11,2887.10,2242.70,3242.90
2160.45,2887.70,2247.80,3255.70
2140.39,2843.50,2221.30,3218.10
2130.55,2804.30,2202.70,3198.00
2141.70,2824.70,2200.70,3201.50
2162.96,2857.00,2200.20,3155.30
2144.36,2850.80,2152.60,3121.70
2144.00,2831.80,2136.60,3129.00
2167.72,2862.40,2144.50,3129.50
2162.82,2827.40,2123.40,3123.40
2151.84,2814.50,2083.90,3092.40
2142.88,2794.80,2081.90,3086.40
2142.88,2794.80,2081.90,3086.40
2142.88,2794.80,2081.90,3086.40
2177.09,2807.30,2100.30,3116.20
2184.89,2830.20,2128.20,3131.50
2202.57,2860.90,2119.60,3129.00
2203.18,2873.40,2114.80,3120.80
2224.85,2884.00,2145.30,3149.40
2211.19,2887.80,2148.60,3159.10
2215.19,2877.70,2152.40,3145.80
2198.24,2843.70,2139.10,3131.70
2211.92,2872.90,2159.60,3168.30
2218.37,2869.10,2160.10,3138.20
2193.89,2837.10,2136.00,3128.00
2194.09,2818.70,2102.70,3098.30
2194.41,2781.60,2092.00,3101.20
2218.13,2787.90,2135.20,3133.70
2208.68,2763.50,2116.30,3106.10
2241.36,2776.20,2130.90,3125.30
2256.98,2791.30,2147.30,3150.00
2237.82,2768.90,2150.30,3129.90
2252.51,2736.30,2166.00,3125.30
2266.72,2765.20,2186.20,3125.30
2261.71,2755.90,2179.00,3100.00
2241.85,2705.60,2141.60,3070.50
2249.78,2682.20,2162.60,3106.00
2233.55,2641.40,2158.20,3106.00
2218.77,2569.50,2139.40,3097.80
2241.34,2629.00,2165.00,3136.30
2248.02,2633.00,2176.70,3130.50
2248.02,2633.00,2176.70,3137.80
2257.33,2678.70,2187.00,3119.20
2272.96,2709.00,2187.80,3115.60
2268.11,2727.10,2195.20,3123.50
2254.21,2740.60,2184.00,3116.50
2245.79,2725.80,2165.40,3122.80
2238.97,2732.70,2155.40,3127.30
2238.97,2732.70,2155.40,3108.40
2188.01,2692.00,2133.30,3089.10
2137.56,2673.10,2084.40,3020.70
2146.00,2689.20,2091.90,3019.70
2112.80,2711.90,2050.70,2966.40
2129.76,2742.90,2052.50,2966.40
2137.34,2722.90,2029.90,2970.50
2113.62,2731.50,1979.70,2931.90
2120.23,2725.90,2007.40,2980.80
2158.88,2728.40,2041.70,2997.80
2163.59,2781.40,2037.20,3009.40
2131.80,2778.10,2023.70,3004.80
2143.93,2801.10,2046.80,3038.20
2131.14,2777.20,2028.40,3028.90
2143.58,2763.80,2020.70,3055.90
2084.42,2744.20,1977.70,3016.30
2088.44,2740.00,1992.00,3039.60
2073.21,2701.80,1966.40,3045.80
2047.29,2666.60,1942.80,3030.10
2031.80,2627.60,1936.00,3022.90
1986.42,2545.00,1903.00,2971.10
1957.08,2544.20,1890.80,2940.20
2004.93,2595.70,1917.00,2960.40
2032.52,2626.70,1939.00,2942.40
2005.07,2577.20,1907.00,2876.60
2000.48,2561.40,1911.60,2899.90
2022.25,2604.40,1925.80,2909.00
2042.45,2631.20,1936.30,2946.30
2020.85,2608.80,1892.00,2919.20
2040.69,2588.90,1872.90,2936.40
2061.70,2636.40,1866.20,2970.40
2034.64,2609.70,1878.70,2965.00
2031.33,2598.90,1889.00,2946.70
2049.10,2590.50,1920.80,2964.40
2047.83,2560.30,1920.80,2962.40
2069.46,2562.50,1949.80,2983.80
2048.57,2508.00,1942.10,2963.90
2051.25,2474.50,1974.60,3005.30
2070.71,2528.30,1974.60,3050.40
2103.54,2514.90,1974.60,3074.80
2116.96,2494.70,2025.10,3082.00
2129.86,2521.60,2052.30,3091.30
2120.97,2562.30,2043.70,3077.20
2126.75,2579.40,2053.80,3095.10
2148.23,2599.20,2041.40,3114.70
2144.21,2601.20,2059.80,3106.10
2163.32,2604.40,2076.80,3117.20
2135.93,2544.90,2055.70,3082.30
2134.12,2559.30,2053.40,3095.90
2152.19,2579.50,2075.00,3082.60
2161.50,2579.50,2069.60,3097.40
2193.63,2629.70,2117.20,3157.50
2190.83,2620.70,2115.00,3160.40
2176.66,2615.30,2096.50,3150.50
2188.81,2600.80,2107.10,3167.50
2182.32,2617.50,2106.30,3171.90
2160.56,2585.50,2074.50,3168.60
2166.51,2591.40,2064.20,3167.00
2156.31,2588.80,2038.90,3138.20
2133.74,2580.50,2007.00,3142.30
2134.34,2570.60,2007.00,3142.20
2152.65,2588.70,2012.40,3147.30
2166.56,2599.30,2035.00,3190.30
2151.44,2582.70,2010.50,3182.60
2143.84,2557.00,2001.30,3191.40
2113.37,2532.40,1972.60,3171.30
2121.25,2530.90,2000.60,3175.10
2132.98,2541.10,2006.30,3205.20
2153.48,2551.10,2026.50,3234.20
2190.58,2581.30,2062.70,3265.10
2215.72,2635.20,2075.30,3265.10
2205.82,2635.70,2060.40,3249.60
2207.09,2645.60,2069.10,3251.30
2185.78,2628.40,2034.90,3216.50
2197.38,2672.00,2020.40,3222.70
2173.60,2674.50,1998.20,3241.50
2158.07,2652.40,1961.50,3205.40
2167.68,2662.50,1964.20,3203.90
2178.10,2664.10,1983.40,3180.00
2155.58,2642.10,1948.80,3139.30
2155.81,2643.00,1966.80,3128.80
2157.15,2658.80,1969.40,3121.40
2118.17,2637.70,1952.90,3079.80
2129.36,2628.60,1977.30,3112.70
2097.45,2603.30,1924.60,3065.10
2100.55,2614.70,1922.90,3079.10
2059.15,2593.00,1919.30,3037.30
2067.17,2594.00,1897.20,3014.80
2072.81,2602.90,1899.40,3021.20
2097.33,2609.10,1927.40,3028.20
2057.83,2586.10,1902.70,2999.80
2056.89,2581.00,1901.30,3008.50
2070.36,2590.00,1905.00,3038.70
2016.08,2558.00,1876.20,2992.50
2002.30,2534.40,1879.30,3026.30
2002.30,2499.50,1852.80,2983.50
1988.67,2522.50,1876.10,3001.80
1946.49,2480.40,1833.70,2956.30
1965.41,2484.80,1843.40,2984.40
1977.67,2496.90,1856.40,2998.70
2048.56,2553.40,1898.30,3032.30
2087.71,2570.20,1919.00,3073.00
2072.68,2562.70,1918.10,3100.50
2108.08,2593.30,1955.60,3141.90
2118.52,2585.30,1933.00,3106.70
2095.58,2575.60,1906.40,3120.20
2069.58,2542.50,1898.60,3085.30
2055.94,2529.80,1876.30,3060.80
2048.15,2530.90,1867.40,3063.20
2016.60,2508.60,1842.10,3032.80
2022.64,2525.20,1841.60,3029.10
1995.85,2494.70,1824.40,3000.90
2009.45,2477.20,1831.50,2999.90
2026.37,2458.60,1858.10,3029.60
2064.86,2490.50,1905.70,3083.80
2061.58,2506.50,1905.70,3097.40
2066.18,2503.90,1905.70,3096.30
2039.91,2500.00,1873.60,3081.30
2061.37,2534.80,1911.10,3104.40
2069.39,2541.00,1931.70,3097.60
2043.30,2557.90,1906.10,3065.80
2056.36,2543.90,1921.50,3063.80
2090.78,2590.40,1943.90,3099.60
2098.04,2602.70,1948.40,3103.50
2073.67,2597.80,1948.40,3075.90
2091.04,2590.90,1941.10,3095.30
2112.21,2591.90,1954.50,3135.40
2112.21,2609.40,1950.20,3146.50
2091.94,2600.90,1927.50,3127.50
2089.48,2606.50,1926.50,3131.00
2097.20,2607.00,1927.80,3121.00
2073.29,2571.80,1911.40,3078.70
2040.05,2546.10,1893.10,3027.50
2058.79,2568.60,1934.70,3036.60
2056.27,2572.50,1945.90,3033.50
2050.82,2579.40,1952.40,3047.10
2036.24,2584.70,1940.00,3061.10
2057.08,2594.90,1975.90,3081.40
2045.54,2576.00,1964.00,3039.60
2042.38,2577.50,1982.70,3017.30
2067.26,2611.00,1973.70,3033.50
2046.99,2589.10,1969.00,3016.10
2044.04,2584.30,1969.80,3012.50
2041.85,2589.30,1954.10,3013.80
2024.19,2576.00,1937.00,2977.30
2003.64,2562.80,1919.30,2943.40
2019.13,2566.00,1917.10,2946.40
2040.94,2581.40,1930.20,2980.60
2054.23,2598.00,1931.10,2973.40
2069.90,2604.70,1924.20,3013.60
2066.59,2600.70,1928.10,3034.40
2080.16,2614.70,1924.70,3058.10
2095.50,2636.10,1940.90,3070.40
2102.25,2649.80,1952.10,3091.70
2100.98,2651.00,1949.90,3083.40
2100.98,2651.00,1966.60,3083.40
2110.77,2673.50,1956.00,3083.40
2097.34,2656.20,1927.80,3095.80
2074.68,2628.80,1894.20,3065.60
2097.51,2628.80,1881.20,3065.50
2079.19,2628.80,1881.20,3065.50
2068.92,2612.30,1885.90,3065.70
2072.90,2632.40,1901.80,3051.60
2051.46,2613.10,1871.50,3032.30
2058.20,2622.30,1886.40,3065.00
2053.41,2617.30,1864.20,3055.80
2062.08,2600.40,1859.20,3060.40
2061.76,2597.00,1849.10,3049.40
2059.68,2600.50,1844.10,3033.20
2064.14,2600.20,1854.00,3048.30
2088.25,2591.60,1872.80,3076.70
2081.39,2582.80,1856.90,3054.00
2085.62,2593.60,1860.30,3054.90
2079.60,2595.50,1837.10,3028.60
2050.86,2574.60,1813.30,2995.90
2013.03,2525.30,1772.80,2954.20
2027.67,2534.80,1780.20,2969.00
2026.97,2525.50,1802.50,2982.20
2040.79,2554.70,1826.30,3007.30
2030.56,2552.40,1814.10,3022.20
2026.68,2540.20,1813.40,2995.90
2024.82,2536.90,1797.90,2991.60
2047.44,2560.80,1827.80,3017.30
2038.46,2563.70,1816.10,3034.70
2077.94,2589.40,1842.40,3059.70
2085.08,2621.40,1872.10,3062.00
2093.01,2628.00,1870.40,3072.70
2087.78,2617.40,1850.90,3072.50
2117.80,2636.90,1874.40,3099.00
2127.56,2635.40,1869.40,3109.90
2118.96,2636.00,1850.10,3081.10
2128.33,2642.40,1856.10,3071.30
2135.49,2636.00,1861.90,3074.90
2112.06,2621.00,1835.00,3051.10
2119.29,2601.00,1822.50,3044.20
2101.98,2597.20,1802.20,3018.60
2101.82,2609.60,1805.60,3023.40
2096.26,2610.00,1804.40,3019.50
2126.44,2632.10,1827.00,3049.30
2117.59,2623.30,1805.70,3037.70
2106.05,2607.50,1802.20,3025.30
2097.85,2600.40,1776.90,3009.30
2127.21,2619.20,1808.40,3041.20
2116.64,2617.20,1807.40,3038.20
2094.16,2586.50,1795.20,3025.10
2069.95,2553.20,1773.30,3001.90
2041.26,2543.10,1748.60,2977.00
2029.38,2515.80,1756.80,2992.10
1989.20,2461.50,1727.10,2986.90
2008.85,2467.70,1743.10,3021.10
1974.14,2450.30,1721.80,3011.80
2022.50,2463.30,1769.00,3050.60
1995.22,2475.00,1738.60,3047.00
2016.15,2491.70,1785.80,3094.10
1979.52,2497.50,1788.80,3089.30
1984.99,2516.00,1811.60,3124.20
1984.15,2505.50,1813.80,3135.00
1978.07,2501.90,1818.00,3139.70
1935.08,2480.70,1795.70,3136.40
1935.87,2526.60,1817.30,3153.40
1928.82,2518.10,1836.10,3149.80
1911.70,2495.60,1837.20,3128.30
1918.85,2495.00,1852.40,3142.30
1949.76,2533.10,1893.00,3176.20
1914.69,2508.90,1859.50,3137.90
1934.96,2511.10,1864.00,3143.10
1965.68,2536.20,1882.80,3188.10
1972.59,2536.30,1872.90,3190.20
1976.52,2556.10,1890.20,3200.90
1978.71,2559.30,1900.40,3210.90
1980.81,2561.20,1880.90,3204.20
1979.26,2563.10,1869.30,3190.90
1991.08,2562.40,1871.90,3209.80
1982.99,2560.30,1881.10,3208.80
1982.99,2560.30,1881.10,3208.80
1982.99,2560.30,1881.10,3208.80
1954.62,2547.10,1855.70,3194.50
1943.88,2516.80,1874.90,3170.10
1955.33,2544.20,1882.00,3174.70
1987.70,2560.80,1928.40,3199.90
1978.97,2554.80,1918.50,3209.30
2007.57,2561.10,1945.90,3214.90
2028.52,2574.40,1942.30,3226.20
2024.25,2567.00,1931.00,3217.60
2017.95,2597.20,1918.50,3216.70
2017.95,2597.20,1918.50,3220.40
2036.47,2621.40,1936.90,3248.20
2037.99,2618.60,1971.10,3262.60
2034.15,2641.70,1946.20,3264.30
2021.22,2650.50,1927.40,3251.70
2030.65,2658.80,1927.40,3251.70
2050.66,2655.60,1988.70,3261.20
2064.41,2661.40,1996.70,3290.10
2086.41,2701.00,2003.60,3317.90
2102.40,2728.20,2017.30,3310.30
2092.00,2739.00,1991.50,3310.70
2109.36,2746.60,2001.30,3300.80
2088.99,2739.80,2004.70,3297.40
2083.80,2727.70,1989.80,3285.80
2064.42,2701.00,1965.50,3261.00
2096.87,2751.20,1979.50,3284.50
2083.55,2750.40,1965.30,3291.80
2105.88,2778.50,1960.70,3327.30
2105.88,2778.50,1960.70,3328.20
2065.71,2751.70,1919.10,3311.10
2069.26,2762.50,1927.80,3311.10
2081.46,2779.40,1927.30,3309.90
2099.95,2786.40,1948.00,3319.40
2119.24,2807.80,1960.80,3340.60
2132.72,2805.30,1971.30,3345.00
2132.72,2805.30,1971.30,3376.60
2154.17,2809.70,1965.90,3380.00
2136.72,2819.60,1974.70,3370.80
2137.21,2806.80,1951.20,3380.80
2107.16,2795.30,1897.00,3337.70
2127.79,2802.30,1907.80,3344.60
2124.25,2800.90,1922.80,3348.00
2124.84,2798.10,1893.70,3339.80
2130.78,2800.20,1920.70,3370.40
2125.06,2775.40,1905.00,3366.10
2154.13,2803.00,1918.40,3381.30
2140.36,2805.60,1896.10,3377.20
2144.88,2816.80,1902.80,3378.30
2144.88,2843.30,1925.20,3403.80
2144.88,2837.70,1895.10,3379.40
2137.36,2830.30,1902.40,3309.20
2128.99,2845.10,1877.70,3313.20
2091.30,2836.80,1865.50,3282.70
2094.68,2845.60,1861.90,3294.00
2089.04,2825.30,1858.80,3314.60
2099.68,2827.50,1879.70,3323.70
2110.13,2847.50,1889.40,3349.20
2117.63,2843.70,1907.80,3394.90
2111.35,2833.70,1889.50,3388.30
2163.37,2848.40,1950.80,3462.90
2184.39,2842.90,1949.40,3455.00
2194.15,2847.30,1961.30,3464.00
2200.32,2867.90,1961.70,3450.60
2193.72,2869.70,1948.30,3447.20
2191.25,2863.40,1948.30,3429.20
2201.36,2892.30,1951.50,3442.60
2183.71,2875.10,1929.00,3420.70
2195.31,2856.20,1931.20,3405.30
2183.52,2822.20,1905.90,3400.40
2196.54,2830.20,1908.90,3413.10
2232.02,2836.60,1926.60,3431.60
2232.23,2833.20,1941.30,3432.90
2237.73,2827.10,1942.50,3454.30
2239.36,2824.70,1947.90,3458.30
2217.91,2833.10,1932.80,3468.90
2222.51,2826.80,1920.00,3463.30
2211.26,2826.80,1917.80,3449.90
2249.60,2852.30,1960.00,3499.90
2234.86,2814.30,1950.80,3475.60
2236.68,2807.10,1957.10,3482.40
2244.56,2800.60,1950.40,3483.50
2236.89,2797.40,1954.70,3468.80
2222.28,2781.30,1943.70,3468.30
2236.72,2802.60,1949.20,3474.70
2228.44,2820.10,1946.20,3467.50
2208.41,2807.20,1946.20,3441.40
2236.73,2838.40,1946.20,3444.40
2251.64,2880.60,1970.40,3465.10
2253.93,2880.00,1967.30,3470.60
2265.86,2889.50,1971.60,3509.80
2269.60,2886.70,1984.40,3535.70
2258.97,2900.80,1963.30,3530.20
2262.66,2896.80,1957.40,3515.90
2253.91,2887.10,1939.20,3520.00
2257.34,2893.80,1937.80,3524.90
2240.31,2883.30,1890.10,3524.90
2230.27,2887.30,1899.50,3502.60
2251.30,2915.70,1921.40,3504.00
2234.23,2908.80,1883.40,3477.80
2242.76,2918.30,1881.70,3509.40
2263.08,2952.70,1900.50,3522.70
2266.57,2971.10,1902.50,3532.40
2266.37,2999.60,1884.80,3557.70
2263.27,2989.10,1861.70,3545.60
2266.77,2989.20,1854.90,3554.50
2268.26,2986.30,1869.70,3549.30
2266.07,2990.50,1873.60,3535.90
2300.72,3016.80,1898.20,3570.80
2300.29,3011.60,1892.40,3565.40
2305.58,3025.40,1880.00,3564.60
2289.49,3008.10,1871.70,3533.30
2306.66,3033.50,1882.50,3541.40
2294.15,3029.00,1863.80,3561.50
2275.72,3039.10,1853.90,3557.90
2204.44,2994.70,1790.70,3514.80
2212.97,3015.30,1800.60,3507.00
2232.02,3045.50,1816.30,3523.30
2190.90,3009.80,1791.80,3485.00
2184.24,3000.60,1767.60,3479.00
2201.27,3014.80,1788.40,3508.20
2197.01,3039.00,1780.70,3520.20
2197.01,3049.00,1800.70,3524.20
2211.60,3036.50,1803.90,3544.10
2191.54,3036.60,1800.30,3544.40
2176.35,3054.00,1809.60,3526.50
2157.41,3064.00,1785.70,3510.30
2137.01,3050.00,1778.00,3460.10
2153.56,3073.00,1794.40,3474.30
2159.73,3083.70,1803.80,3523.80
2206.11,3109.20,1817.00,3568.00
2193.85,3116.30,1790.50,3557.30
2185.52,3112.30,1779.70,3562.20
2197.57,3135.40,1770.70,3593.00
2176.09,3124.50,1757.30,3578.60
2148.12,3120.40,1740.70,3551.40
2116.86,3041.70,1721.10,3531.50
2114.88,3062.30,1724.20,3535.30
2140.74,3078.90,1764.10,3537.80
2142.74,3080.00,1754.10,3519.60
2112.01,3026.60,1742.40,3497.90
2149.71,3057.90,1795.30,3510.00
2165.76,3108.20,1814.00,3529.10
2182.11,3128.50,1814.00,3518.70
2180.49,3123.40,1828.70,3523.00
2169.69,3137.60,1832.10,3500.40
2168.57,3123.20,1822.60,3514.80
2174.27,3133.80,1857.40,3522.40
2184.05,3132.60,1866.30,3537.10
2182.47,3150.10,1852.60,3541.60
2174.78,3130.40,1839.80,3523.40
2195.15,3121.40,1838.20,3536.80
2197.34,3133.00,1838.20,3547.90
2196.64,3124.80,1875.20,3571.40
2199.29,3148.40,1905.10,3610.80
2196.59,3152.50,1890.50,3609.20
2204.01,3182.20,1881.40,3628.80
2201.90,3183.90,1872.90,3604.10
2194.53,3201.00,1875.50,3632.40
2197.26,3209.20,1867.10,3602.50
2210.92,3220.10,1891.00,3624.00
2247.97,3251.00,1889.80,3649.00
2242.91,3229.50,1870.30,3648.80
2249.75,3245.90,1857.30,3655.50
2254.95,3251.60,1828.30,3664.30
2266.56,3261.20,1820.90,3664.30
2261.08,3278.40,1774.90,3669.70
2269.34,3278.50,1814.90,3664.20
2274.94,3281.50,1834.80,3662.80
2260.62,3245.70,1846.80,3639.50
2277.70,3246.60,1856.30,3630.00
2277.70,3261.60,1849.60,3652.10
2278.64,3280.90,1848.90,3654.90
2283.26,3273.40,1833.80,3662.40
2286.21,3272.20,1875.00,3671.60
2283.84,3289.80,1859.30,3642.60
2240.24,3251.60,1820.50,3596.10
2241.43,3217.70,1810.20,3576.90
2268.07,3254.30,1831.20,3613.70
2268.35,3255.00,1834.40,3633.30
2280.81,3277.90,1873.40,3658.30
2280.81,3277.90,1873.40,3658.30
2280.81,3277.90,1866.70,3658.30
2280.44,3317.10,1877.00,3676.40
2273.90,3297.70,1879.10,3676.70
2260.69,3297.70,1872.00,3689.30
2260.69,3297.70,1872.00,3689.30
2307.70,3297.70,1908.40,3687.90
2326.18,3384.50,1943.00,3715.60
2332.81,3395.80,1931.20,3714.10
2315.66,3376.10,1917.70,3704.50
2336.76,3368.10,1916.60,3720.60
2351.47,3361.50,1916.30,3720.60
2340.31,3314.80,1910.10,3671.50
2330.98,3284.10,1897.90,3654.90
2353.89,3292.90,1907.60,3657.30
2361.38,3233.90,1924.40,3662.70
2379.43,3254.80,1952.10,3710.60
2375.63,3219.30,1966.00,3704.20
2389.62,3257.80,1960.10,3748.70
2400.58,3253.10,1964.30,3748.40
2391.74,3249.90,1954.40,3754.20
2393.12,3219.00,1934.10,3735.00
2436.68,3221.30,1946.00,3758.20
2437.02,3211.20,1950.20,3734.20
2449.71,3191.40,1966.70,3734.70
2437.70,3198.20,1980.70,3734.60
2456.09,3236.80,2003.10,3735.30
2463.00,3248.70,2021.00,3759.30
2472.53,3279.90,2024.10,3752.80
2459.81,3270.00,2022.20,3781.30
2416.84,3221.70,1985.60,3746.60
2437.98,3253.80,1988.50,3747.50
2442.43,3262.70,1983.30,3726.10
2411.49,3245.60,1956.20,3708.40
2435.07,3242.70,1960.70,3716.30
2428.59,3253.10,1967.70,3726.60
2436.09,3260.10,1983.30,3747.60
2427.77,3266.10,1956.40,3745.00
2426.51,3272.20,1964.20,3779.80
2423.60,3280.30,1952.50,3770.90
2387.60,3270.60,1939.70,3744.30
2373.01,3243.50,1932.40,3714.60
2401.59,3253.00,1936.90,3725.60
2421.93,3264.40,1953.30,3740.00
2449.52,3296.20,1976.90,3740.30
2438.73,3298.60,1960.90,3704.20
2449.09,3309.90,1974.50,3715.90
2486.95,3360.50,1996.90,3738.20
2485.18,3354.80,1990.80,3727.60
2488.85,3385.50,2017.20,3752.70
2486.83,3400.60,2015.30,3768.60
2472.52,3383.40,2001.90,3777.10
2471.38,3408.30,2005.90,3758.90
2479.38,3581.90,2008.00,3758.20
2448.80,3549.70,1975.50,3710.30
2419.72,3506.20,1948.90,3674.50
2415.29,3540.50,1932.10,3639.50
2417.00,3558.30,1944.30,3640.30
2432.46,3578.40,1962.40,3681.80
2458.00,3561.10,1950.10,3644.80
2472.55,3583.60,1965.00,3669.60
2484.74,3605.10,1967.20,3693.00
2491.73,3611.10,1969.80,3685.40
2505.32,3629.30,1976.90,3698.30
2479.84,3647.70,1974.40,3707.00
2514.80,3677.00,2003.80,3681.90
2505.78,3658.10,2008.00,3660.90
2523.81,3671.00,2030.50,3672.40
2502.94,3640.30,2020.00,3672.60
2489.35,3646.50,2044.80,3699.70
2500.75,3654.30,2055.60,3718.40
2508.11,3648.30,2070.40,3728.50
2489.52,3606.70,2064.00,3725.10
2498.75,3611.10,2075.00,3755.60
2498.75,3611.10,2075.00,3755.60
2498.75,3611.10,2075.00,3755.60
2510.81,3594.40,2081.70,3758.60
2525.59,3601.50,2093.90,3767.40
2508.12,3566.90,2072.50,3744.20
2526.74,3575.50,2074.70,3766.80
2540.79,3589.60,2080.60,3790.50
2547.32,3607.50,2097.30,3825.30
2519.82,3603.90,2075.10,3805.60
2524.18,3601.20,2086.00,3820.70
2535.86,3628.10,2092.50,3857.10
2549.27,3673.20,2116.50,3852.70
2549.12,3647.30,2112.00,3833.00
2524.84,3668.40,2122.10,3817.60
2538.68,3668.10,2116.40,3819.30
2539.88,3696.00,2138.40,3832.80
2505.97,3658.20,2130.80,3809.20
2492.63,3651.00,2146.80,3817.90
2492.63,3651.00,2146.80,3806.00
2465.49,3635.80,2136.80,3776.40
2472.43,3611.20,2115.40,3751.60
2473.52,3591.60,2090.40,3751.60
2476.79,3583.60,2083.70,3723.00
2466.21,3534.10,2083.70,3707.30
2470.57,3521.60,2085.40,3728.30
2499.02,3556.90,2114.80,3754.40
2496.33,3557.80,2100.90,3739.20
2528.20,3582.40,2122.10,3759.70
2534.40,3572.50,2124.60,3776.20
2534.40,3572.50,2124.60,3753.60
2552.29,3593.00,2136.90,3789.60
2541.98,3584.00,2120.60,3778.20
2564.12,3587.30,2129.70,3789.40
2548.79,3550.00,2103.50,3764.20
2546.55,3547.40,2114.50,3747.00
2549.53,3572.20,2117.70,3752.10
2549.53,3572.20,2117.70,3752.10
2559.15,3583.80,2132.90,3760.20
2548.53,3558.20,2117.10,3775.70
2535.78,3537.70,2108.40,3746.70
2523.81,3556.10,2110.10,3747.80
2543.99,3544.60,2121.10,3739.20
2550.42,3568.10,2111.00,3755.20
2551.03,3572.00,2115.40,3753.40
2559.02,3585.50,2133.20,3760.30
2536.03,3547.90,2102.00,3706.80
2552.96,3575.80,2120.80,3728.80
2571.10,3575.60,2137.50,3755.70
2569.90,3600.90,2137.30,3769.20
2566.13,3607.40,2126.20,3761.70
2544.90,3593.90,2111.80,3753.60
2549.71,3600.10,2113.00,3761.50
2554.12,3628.30,2107.90,3756.40
2546.04,3643.60,2100.70,3753.20
2532.22,3655.40,2077.10,3727.50
2547.78,3687.30,2084.20,3722.30
2562.19,3701.50,2097.60,3710.80
2578.36,3699.60,2118.40,3679.50
2572.06,3723.50,2113.30,3695.50
2551.80,3703.00,2112.90,3678.80
2570.44,3732.90,2123.70,3711.00
2573.44,3728.20,2118.80,3725.60
2565.32,3750.80,2111.80,3725.70
2566.32,3757.00,2114.00,3714.10
2578.74,3771.30,2126.80,3760.60
2568.79,3731.20,2098.80,3743.20
2561.51,3732.80,2079.10,3741.50
2562.24,3773.40,2076.60,3752.30
2573.00,3788.00,2081.90,3765.80
2561.95,3810.00,2073.40,3749.00
2548.97,3785.80,2050.60,3728.30
2529.50,3755.40,2029.50,3698.30
2475.98,3678.10,1989.50,3632.30
2497.69,3656.20,1995.10,3658.20
2505.56,3649.20,2007.30,3693.40
2498.35,3661.50,1992.80,3710.50
2468.32,3566.10,1960.30,3681.30
2488.82,3585.20,1982.20,3708.40
2459.13,3482.60,1954.10,3668.80
2464.51,3537.40,1974.70,3684.70
2469.51,3537.80,1962.90,3673.30
2472.25,3549.50,1961.10,3678.80
2466.84,3518.20,1968.50,3668.50
2491.50,3494.40,1995.90,3703.20
2504.16,3494.40,2009.90,3734.40
2520.26,3604.60,2023.40,3770.60
2520.52,3623.30,2013.20,3788.30
2527.73,3629.00,1999.30,3788.40
2541.41,3662.60,1996.70,3811.10
2534.63,3653.40,1997.40,3811.40
2532.96,3643.20,1985.40,3810.70
2529.14,3623.10,1978.20,3803.30
2545.65,3630.20,1980.60,3823.40
2544.61,3650.70,1979.50,3830.30
2542.75,3646.30,1979.50,3837.40
2567.96,3670.50,1979.50,3872.90
2556.25,3664.40,1986.20,3863.70
2562.12,3698.20,2019.30,3883.20
2534.44,3683.80,2000.60,3872.10
2559.42,3713.00,2017.80,3891.10
2562.12,3725.40,2020.80,3907.50
2554.42,3714.60,2020.40,3907.50
2563.59,3722.40,2018.00,3905.70
2556.64,3692.60,2002.90,3918.70
2548.84,3682.60,1977.60,3885.00
2534.49,3646.30,1970.60,3867.60
2538.34,3654.70,1977.00,3884.40
2528.73,3623.90,1971.40,3855.90
2526.18,3634.20,1984.80,3872.70
2532.55,3627.10,1996.20,3887.20
2542.74,3637.80,2004.80,3893.00
2549.71,3684.40,2020.30,3910.80
2568.77,3694.20,2042.10,3916.10
2568.70,3678.90,2038.10,3905.60
2588.04,3687.20,2065.40,3932.60
2614.50,3716.80,2080.40,3967.90
2630.24,3722.70,2086.20,3977.20
2626.43,3690.00,2080.90,3972.30
2621.20,3690.10,2072.70,3955.70
2625.46,3694.90,2082.30,3974.30
2641.50,3694.90,2079.50,3964.10
2624.18,3635.50,2067.10,3919.70
2643.42,3661.20,2081.50,3910.50
2663.10,3697.70,2103.40,3935.70
2664.96,3699.50,2104.10,3933.20
2659.86,3696.60,2107.10,3946.40
2655.49,3736.40,2132.80,3953.70
2654.34,3737.50,2123.20,3992.20
2685.29,3760.20,2141.80,4015.10
2685.29,3771.60,2136.10,4000.00
2704.25,3771.60,2152.70,4024.80
2705.21,3813.70,2151.60,4031.50
2702.60,3818.10,2161.50,4035.60
2685.23,3807.90,2146.70,4009.30
2683.52,3797.30,2135.60,3994.70
2692.69,3805.20,2147.10,4028.10
2700.83,3813.70,2143.60,4038.70
2718.73,3822.20,2168.30,4050.80
2705.06,3790.20,2158.50,4024.40
2717.50,3793.20,2165.30,4042.10
2727.56,3803.30,2185.20,4053.10
2733.67,3788.20,2180.20,4073.10
2721.74,3775.30,2175.60,4057.20
2678.89,3742.90,2148.90,4028.40
2681.94,3753.60,2151.60,3999.40
2690.79,3758.70,2162.40,4022.40
2703.33,3763.50,2150.40,4025.30
2675.50,3732.00,2125.70,3993.50
2664.72,3723.10,2124.80,3963.90
2671.40,3725.30,2140.50,3979.10
2670.19,3736.10,2140.50,3948.50
2678.73,3749.20,2142.20,3928.10
2716.16,3784.80,2187.30,3921.10
